transaction_id,branch_id,city,amount,transaction_status,transaction_date
TXN224719,MUBR02,Mumbai,3061.52,SUCCESS,2025-05-02
TXN711752,MUBR02,Mumbai,6696.4,SUCCESS,2025-05-03
TXN311551,MUBR02,Mumbai,7558.35,FAILED,2025-05-03
TXN723036,MUBR02,Mumbai,8338.77,FAILED,2025-04-30
TXN982097,MUBR02,Mumbai,7998.65,FAILED,2025-05-06
TXN256067,MUBR02,Mumbai,3101.63,SUCCESS,2025-05-02
TXN596348,MUBR02,Mumbai,845.56,SUCCESS,2025-05-06
TXN887126,MUBR02,Mumbai,5129.51,FAILED,2025-05-05
TXN261356,MUBR02,Mumbai,4933.73,FAILED,2025-05-06
TXN311591,MUBR02,Mumbai,8800.28,SUCCESS,2025-05-01
TXN988925,MUBR02,Mumbai,1889.61,FAILED,2025-05-06
TXN869583,MUBR02,Mumbai,2887.22,SUCCESS,2025-05-04
TXN900230,MUBR02,Mumbai,1441.4,FAILED,2025-05-03
TXN532639,MUBR02,Mumbai,2058.4,SUCCESS,2025-05-04
TXN634394,MUBR02,Mumbai,8372.16,SUCCESS,2025-05-02
TXN124168,MUBR02,Mumbai,6709.16,FAILED,2025-05-01
TXN749190,MUBR02,Mumbai,9876.01,FAILED,2025-05-04
TXN159996,MUBR02,Mumbai,138.08,SUCCESS,2025-05-01
TXN203088,MUBR02,Mumbai,9203.56,FAILED,2025-05-05
TXN180210,MUBR02,Mumbai,2885.13,FAILED,2025-04-30
