transaction_id,branch_id,city,amount,transaction_status,transaction_date
TXN414495,MUBR03,Mumbai,683.82,FAILED,2025-05-05
TXN849768,MUBR03,Mumbai,1467.95,SUCCESS,2025-05-06
TXN236865,MUBR03,Mumbai,7364.95,SUCCESS,2025-05-01
TXN934575,MUBR03,Mumbai,3578.02,FAILED,2025-05-06
TXN488615,MUBR03,Mumbai,6743.37,FAILED,2025-05-02
TXN337880,MUBR03,Mumbai,9176.0,SUCCESS,2025-05-06
TXN240877,MUBR03,Mumbai,2351.43,FAILED,2025-05-03
TXN525956,MUBR03,Mumbai,2452.95,FAILED,2025-04-30
TXN765524,MUBR03,Mumbai,3555.12,SUCCESS,2025-05-05
TXN301993,MUBR03,Mumbai,546.76,FAILED,2025-05-04
TXN952391,MUBR03,Mumbai,1165.91,SUCCESS,2025-04-30
TXN799539,MUBR03,Mumbai,8825.07,FAILED,2025-05-05
TXN808213,MUBR03,Mumbai,4174.09,SUCCESS,2025-05-02
TXN539707,MUBR03,Mumbai,1636.8,FAILED,2025-05-06
TXN846861,MUBR03,Mumbai,2341.88,FAILED,2025-05-02
TXN609817,MUBR03,Mumbai,7465.57,FAILED,2025-05-04
TXN366329,MUBR03,Mumbai,5735.46,SUCCESS,2025-04-30
TXN733470,MUBR03,Mumbai,2624.17,SUCCESS,2025-05-04
TXN553676,MUBR03,Mumbai,8338.54,SUCCESS,2025-05-06
TXN271035,MUBR03,Mumbai,8359.33,SUCCESS,2025-04-30
