transaction_id,branch_id,city,amount,transaction_status,transaction_date
TXN959538,DEBR03,Delhi,8254.01,SUCCESS,2025-05-01
TXN481743,DEBR03,Delhi,9953.42,FAILED,2025-05-06
TXN151478,DEBR03,Delhi,8580.55,SUCCESS,2025-05-03
TXN538043,DEBR03,Delhi,9590.99,FAILED,2025-05-06
TXN569839,DEBR03,Delhi,3718.74,FAILED,2025-05-03
TXN675663,DEBR03,Delhi,8188.45,SUCCESS,2025-05-02
TXN523992,DEBR03,Delhi,508.69,FAILED,2025-05-02
TXN319768,DEBR03,Delhi,9576.45,SUCCESS,2025-05-02
TXN437530,DEBR03,Delhi,702.14,FAILED,2025-05-01
TXN809457,DEBR03,Delhi,6715.29,SUCCESS,2025-04-30
TXN501289,DEBR03,Delhi,4942.8,SUCCESS,2025-05-05
TXN154755,DEBR03,Delhi,5910.27,FAILED,2025-05-06
TXN945977,DEBR03,Delhi,7316.25,FAILED,2025-05-06
TXN818694,DEBR03,Delhi,1087.31,FAILED,2025-05-03
TXN943298,DEBR03,Delhi,6921.75,FAILED,2025-05-06
TXN174165,DEBR03,Delhi,5156.64,SUCCESS,2025-05-02
TXN633209,DEBR03,Delhi,7311.16,FAILED,2025-05-06
TXN497383,DEBR03,Delhi,2705.09,SUCCESS,2025-04-30
TXN892610,DEBR03,Delhi,1880.14,SUCCESS,2025-05-02
TXN150085,DEBR03,Delhi,7439.51,FAILED,2025-05-04
