transaction_id,branch_id,city,amount,transaction_status,transaction_date
TXN931540,MUBR05,Mumbai,1429.59,FAILED,2025-05-04
TXN377444,MUBR05,Mumbai,2849.2,FAILED,2025-05-05
TXN858971,MUBR05,Mumbai,8857.26,FAILED,2025-05-02
TXN929059,MUBR05,Mumbai,2726.23,SUCCESS,2025-04-30
TXN696969,MUBR05,Mumbai,184.51,SUCCESS,2025-04-30
TXN899422,MUBR05,Mumbai,7485.99,SUCCESS,2025-05-06
TXN612723,MUBR05,Mumbai,4391.33,SUCCESS,2025-05-06
TXN451046,MUBR05,Mumbai,8961.98,FAILED,2025-05-02
TXN916373,MUBR05,Mumbai,7950.51,FAILED,2025-05-02
TXN341308,MUBR05,Mumbai,9288.08,FAILED,2025-05-05
TXN870984,MUBR05,Mumbai,9520.92,FAILED,2025-05-06
TXN879179,MUBR05,Mumbai,1918.72,FAILED,2025-05-06
TXN597960,MUBR05,Mumbai,275.45,FAILED,2025-05-03
TXN337091,MUBR05,Mumbai,819.64,SUCCESS,2025-05-01
TXN152034,MUBR05,Mumbai,5374.43,SUCCESS,2025-05-04
TXN685606,MUBR05,Mumbai,7435.54,FAILED,2025-05-03
TXN799485,MUBR05,Mumbai,4744.8,SUCCESS,2025-05-05
TXN932314,MUBR05,Mumbai,1997.28,FAILED,2025-05-01
TXN614249,MUBR05,Mumbai,6259.15,SUCCESS,2025-05-01
TXN628165,MUBR05,Mumbai,8444.98,SUCCESS,2025-05-04
