transaction_id,branch_id,city,amount,transaction_status,transaction_date
TXN575290,CHBR01,Chennai,915.77,FAILED,2025-05-01
TXN367147,CHBR01,Chennai,1614.32,FAILED,2025-05-01
TXN311810,CHBR01,Chennai,2058.76,FAILED,2025-05-05
TXN208683,CHBR01,Chennai,956.75,SUCCESS,2025-05-06
TXN169357,CHBR01,Chennai,4563.94,FAILED,2025-05-06
TXN795621,CHBR01,Chennai,7474.19,FAILED,2025-05-04
TXN159914,CHBR01,Chennai,9465.99,FAILED,2025-05-06
TXN715220,CHBR01,Chennai,4619.76,SUCCESS,2025-05-03
TXN569149,CHBR01,Chennai,2357.66,FAILED,2025-05-06
TXN232158,CHBR01,Chennai,7926.88,FAILED,2025-05-05
TXN636790,CHBR01,Chennai,2238.64,SUCCESS,2025-05-06
TXN242025,CHBR01,Chennai,480.98,FAILED,2025-05-05
TXN105238,CHBR01,Chennai,4737.02,SUCCESS,2025-05-06
TXN120163,CHBR01,Chennai,9387.57,FAILED,2025-05-04
TXN207281,CHBR01,Chennai,7708.4,FAILED,2025-04-30
TXN297636,CHBR01,Chennai,6111.33,SUCCESS,2025-05-04
TXN352201,CHBR01,Chennai,4392.25,FAILED,2025-05-05
TXN465912,CHBR01,Chennai,5188.66,FAILED,2025-05-04
TXN316008,CHBR01,Chennai,9588.39,SUCCESS,2025-05-03
TXN353138,CHBR01,Chennai,6245.42,SUCCESS,2025-05-04
