transaction_id,branch_id,city,amount,transaction_status,transaction_date
TXN443473,DEBR04,Delhi,8941.87,FAILED,2025-05-02
TXN132422,DEBR04,Delhi,8887.38,SUCCESS,2025-05-03
TXN763911,DEBR04,Delhi,8059.51,SUCCESS,2025-05-05
TXN295775,DEBR04,Delhi,2511.94,SUCCESS,2025-05-03
TXN946718,DEBR04,Delhi,7805.72,SUCCESS,2025-05-06
TXN963477,DEBR04,Delhi,1311.58,FAILED,2025-05-06
TXN784931,DEBR04,Delhi,1940.64,FAILED,2025-04-30
TXN649162,DEBR04,Delhi,2471.11,SUCCESS,2025-05-05
TXN223497,DEBR04,Delhi,6198.05,SUCCESS,2025-05-06
TXN604262,DEBR04,Delhi,7565.43,SUCCESS,2025-05-06
TXN874754,DEBR04,Delhi,1105.31,FAILED,2025-05-03
TXN460876,DEBR04,Delhi,9176.95,SUCCESS,2025-05-04
TXN111413,DEBR04,Delhi,7937.33,SUCCESS,2025-05-03
TXN251109,DEBR04,Delhi,5997.22,SUCCESS,2025-04-30
TXN295648,DEBR04,Delhi,4508.83,SUCCESS,2025-04-30
TXN230595,DEBR04,Delhi,3415.54,FAILED,2025-05-01
TXN848950,DEBR04,Delhi,3733.87,FAILED,2025-05-01
TXN635306,DEBR04,Delhi,9887.97,FAILED,2025-05-04
TXN532080,DEBR04,Delhi,3867.46,SUCCESS,2025-04-30
TXN652465,DEBR04,Delhi,3706.48,SUCCESS,2025-04-30
