transaction_id,branch_id,city,amount,transaction_status,transaction_date
TXN789906,DEBR05,Delhi,617.78,SUCCESS,2025-05-05
TXN969199,DEBR05,Delhi,9743.93,SUCCESS,2025-05-01
TXN283871,DEBR05,Delhi,1549.21,SUCCESS,2025-05-02
TXN611103,DEBR05,Delhi,7691.76,SUCCESS,2025-05-01
TXN352491,DEBR05,Delhi,6882.49,FAILED,2025-05-06
TXN107414,DEBR05,Delhi,4890.34,FAILED,2025-05-05
TXN176343,DEBR05,Delhi,2768.73,FAILED,2025-05-02
TXN956671,DEBR05,Delhi,6334.94,FAILED,2025-05-03
TXN682220,DEBR05,Delhi,680.38,FAILED,2025-04-30
TXN193762,DEBR05,Delhi,5997.02,SUCCESS,2025-05-04
TXN799362,DEBR05,Delhi,8053.11,SUCCESS,2025-05-05
TXN592478,DEBR05,Delhi,6479.29,SUCCESS,2025-05-01
TXN477156,DEBR05,Delhi,200.26,FAILED,2025-05-04
TXN245127,DEBR05,Delhi,7602.37,FAILED,2025-05-02
TXN670669,DEBR05,Delhi,5346.82,SUCCESS,2025-05-04
TXN623912,DEBR05,Delhi,2070.85,FAILED,2025-05-04
TXN101590,DEBR05,Delhi,2304.81,FAILED,2025-05-01
TXN631696,DEBR05,Delhi,700.66,FAILED,2025-05-03
TXN514278,DEBR05,Delhi,7738.15,SUCCESS,2025-05-02
TXN749464,DEBR05,Delhi,9308.73,FAILED,2025-05-02
