transaction_id,branch_id,city,amount,transaction_status,transaction_date
TXN294008,CHBR03,Chennai,9013.86,FAILED,2025-05-01
TXN282840,CHBR03,Chennai,5905.07,SUCCESS,2025-05-01
TXN632123,CHBR03,Chennai,4155.18,FAILED,2025-05-02
TXN582661,CHBR03,Chennai,9006.05,FAILED,2025-05-03
TXN107376,CHBR03,Chennai,5976.26,SUCCESS,2025-05-06
TXN289549,CHBR03,Chennai,3228.43,FAILED,2025-04-30
TXN729255,CHBR03,Chennai,5789.17,FAILED,2025-05-06
TXN624986,CHBR03,Chennai,3599.8,SUCCESS,2025-05-04
TXN184101,CHBR03,Chennai,5987.5,FAILED,2025-05-03
TXN850919,CHBR03,Chennai,7727.19,SUCCESS,2025-05-03
TXN102959,CHBR03,Chennai,1886.52,FAILED,2025-04-30
TXN389341,CHBR03,Chennai,4487.19,FAILED,2025-05-03
TXN167902,CHBR03,Chennai,4773.5,SUCCESS,2025-04-30
TXN741560,CHBR03,Chennai,5093.86,SUCCESS,2025-05-06
TXN435522,CHBR03,Chennai,6672.85,FAILED,2025-04-30
TXN924464,CHBR03,Chennai,2060.9,FAILED,2025-05-05
TXN430083,CHBR03,Chennai,946.62,SUCCESS,2025-05-04
TXN526659,CHBR03,Chennai,6165.61,FAILED,2025-04-30
TXN643840,CHBR03,Chennai,7152.78,FAILED,2025-04-30
TXN735085,CHBR03,Chennai,9459.69,SUCCESS,2025-05-05
